ANALYSIS_ID,STRATUM_1,STRATUM_2,STRATUM_3,STRATUM_4,STRATUM_5,COUNT_VALUE,MIN_VALUE,MAX_VALUE,AVG_VALUE,STDEV_VALUE,MEDIAN_VALUE,P10_VALUE,P25_VALUE,P75_VALUE,P90_VALUE
3,1945,NA,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1946,NA,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1947,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1948,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1949,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1950,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1951,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1952,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1953,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1954,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1955,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1956,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1957,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1958,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1959,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1960,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1961,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1962,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1963,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1964,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1965,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1966,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1967,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1968,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1969,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1970,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1971,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1972,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1973,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1974,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1975,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1976,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1977,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1978,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1979,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1980,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1981,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1982,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1983,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1984,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1985,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1986,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1987,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1988,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1989,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1990,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1991,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1992,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1993,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1994,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1995,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1996,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1997,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1998,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1999,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2000,NA,NA,NA,NA,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2001,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2002,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2003,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2004,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2005,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2006,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2007,NA,NA,NA,NA,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2008,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2009,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2010,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2011,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2012,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2013,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2014,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2015,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2016,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2017,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2018,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2019,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2020,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2022,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1911,8507,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1911,8532,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1912,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1912,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1913,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1913,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1914,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1914,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1915,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1915,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1916,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1916,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1917,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1917,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1918,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1918,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1919,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1919,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1920,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1920,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1921,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1921,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1922,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1922,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1923,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1923,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1924,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1924,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1925,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1925,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1926,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1926,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1927,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1927,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1928,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1928,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1929,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1929,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1930,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1930,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1931,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1931,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1932,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1932,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1933,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1933,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1934,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1934,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1935,8507,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1935,8532,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1936,8507,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1936,8532,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1937,8507,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1937,8532,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1938,8507,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1938,8532,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1939,8507,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1939,8532,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1940,8507,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1940,8532,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1941,8507,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1941,8532,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1942,8507,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1942,8532,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1943,8507,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1943,8532,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1944,8507,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1944,8532,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1945,8507,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1945,8532,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1946,8507,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1946,8532,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1947,8507,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1947,8532,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1948,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1948,8532,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1949,8507,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1949,8532,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1950,8507,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1950,8532,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1951,8507,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1951,8532,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1952,8507,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1952,8532,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1953,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1953,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1954,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1954,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1955,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1955,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1956,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1956,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1957,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1957,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1958,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1958,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1959,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1959,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1960,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1960,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1961,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1961,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1962,8507,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1962,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1963,8507,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1963,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1964,8507,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1964,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1965,8507,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1965,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1966,8507,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1966,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1967,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1967,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1968,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1968,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1969,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1969,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1970,8507,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1970,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1971,8507,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1971,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1972,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1972,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1973,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1973,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1974,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1974,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1975,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1975,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1976,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1976,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1977,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1977,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1978,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1978,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1979,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1979,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1980,8507,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1980,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1981,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1981,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1982,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1982,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1983,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1983,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1984,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1984,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1985,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1985,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1986,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1986,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1987,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1987,8532,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1988,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1988,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1989,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1989,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1990,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1990,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1991,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1991,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1992,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1992,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1993,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1993,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1994,8507,NA,NA,NA,700,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1994,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1995,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1995,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1996,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1996,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1997,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1997,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1998,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1998,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1999,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1999,8532,NA,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2000,8507,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2000,8532,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA
